Title|Post date|Path|Date|Meeting Year|Presentation Title|Presenter Name|Summary
:::Speak Now or Forever Hold Your Peace|10/19/2015 13:56:47|/chapters/kq/schedule/2016/january/09|01/09/2016 - 18:30 to 20:00|||Andy Boon|30 years ago, Dinsmore (1985) documented the phenomenon of silence in the Japanese EFL classroom. It can be argued that this problem still persists today. This presentation will explore instances of silence in the Japanese classroom, provide an overview of the Dinsmore paper, and introduce the audience to a number of strategies that can help break the silence and get students engaging in meaningful communication. Audience members will be asked to try out a number of tried and tested speaking games and also be encouraged to share their ideas for getting students talking to one another in the L2.****Andy Boon is an associate professor in the faculty of humanities at Toyo Gakuen University, Tokyo. He has been teaching in Japan for over 17 years and holds a PhD in Applied Linguistics from Aston University, UK. He has been an active member of JALT since 2004, has presented at numerous conferences, and has published several articles on teacher development, motivation, and methodology. He is also co-author of Inspire; a 3-level listening and speaking coursebook (Cengage Learning, 2013-14).****
:::2015 Lightning Presentation Night|10/14/2015 22:15:03|/chapters/kq/schedule/2015/november/14|11/14/2015 - 18:30 to 20:00|2019||Various Presenters|This month we have another instalment of our popular annual Lightning presentations. There will be a number of presenters who will each take turns presenting their chosen topic using only 20 slides for 20 seconds per slide. This creative event promises to be a rewarding experience for all involved where people can have fun sharing ideas and thoughts about their classroom experiences and research. ****The sessions we have lined up to date are:********Jason McDonald - Presenting Like a Boss - Hints and Tips for Great Presentations****Stephen Case - 20 Books 20 Thoughts****Andrew Quentin - 16 Communicative Classroom Activities Using the 4 Strands****Charles Ashley - Challenges of Teaching Pronunciation in Japan****Zack Robertson - We Teachers Are Weirder Than We Think ********Presentations start at 6:30 on the 8th floor of the Wel Tobata building, room 82.****
:::Adapting Websites and Games for the Classroom|10/02/2015 12:37:53|/chapters/kq/schedule/2015/october/10|10/10/2015 - 18:30 to 20:00|||Stephen Case|This talk will present a series of ideas for adapting existing websites and games into task and communicative based lesson plans for both on and offline classrooms. It will also talk about how classroom management and feedback can work with these activities. The talk also promises to show and share a set of novel lesson plans for participants to use in their own classes. ****Stephen Case is a career EFL lifer with experience at all levels, types and ages of English language education.****Note we are meeting in Wel Tobata, Room 82.****
:::Two presentations on vocabulary acquisition|08/01/2015 10:23:08|/chapters/kq/schedule/2015/september/12|09/12/2015 - 18:30 to 20:00|||Rick Eller, Zack Robertson|In this presentation, two presenters will discuss the findings of recent classroom studies involving vocabulary acquisition.**** Utility for Rory's Story Cubes in the EFL Classroom  (Rick Eller)****Rory's Story Cubes is a game/activity in which nine cubes - adorned with fifty-four symbols - are used to co-construct stories. This half of the presentation will discuss a pilot study conducted in Japan in which three groups of four adult EFL learners used Rory's Story Cubes, along with preselected vocabulary lists to co-construct stories. Protocols established to assess any observable differences on days when the learners were exposed to Rory's Story Cubes, as well as feedback from the participants themselves will also be explored.********The Effects of Semantic Clustering Interference on Elementary School Learners’ Vocabulary Acquisition  (Zack Robertson)****The second half of the presentation will discuss Semantic Clustering Interference (SCI) and its effects on vocabulary acquisition at the elementary school level by examining the results of a recent study involving five 5th grade elementary school classes. The study attempted to measure the effects of SCI on the students’ receptive and productive language abilities, comparing classes which learned novel vocabulary items in semantically organized lessons to classes where target words were randomly grouped.****
:::The innovation adoption lifecycle and teaching practice|04/03/2015 08:37:12|/chapters/kq/schedule/2015/june/13|06/13/2015 - 18:30 to 20:00|||Michael Phillips|Using Bell's Technology (or Innovation) Adoption Lifecycle theory, this presentation will be allow attedees to reflect on elements of their current teaching situations and practices, based on an understanding that the model describes the adoption or acceptance of a new product or innovation, according to the demographic and psychological characteristics of defined user categories. Using a workshop style format, attendees will self-identify personal or institutional stages of acceptance and adoption of various teaching methods and approaches, and consider the efficacy and perceived costs/benefits of such approaches.****Michael Phillips is a long-time veteran JALT member****
:::Card games and vocabulary building|04/03/2015 08:33:28|/chapters/kq/schedule/2015/may/09|05/09/2015 - 18:30 to 20:00|||Adam Stone|The aim of this presentation is to introduce a computer program that produces a modifiable card game that can be used in some English classes as a vocabulary builder and to strengthen lexical recognition.****Research and analysis of the efficacy of this vocabulary game, and any future directions of this project will be discussed. Afterwards, there will be an opportunity to try the game, to ask questions and to give feedback on it.****Adam Stone teaches at a number of schools in the local region. He is currently completing his masters degree.****
:::Gender differences and literacy|01/25/2015 11:18:14|/chapters/kq/schedule/2015/april/11|04/11/2015 - 18:30 to 20:00|||Michael Berg|In this presentation the speaker will discuss literacy differences between male and female students at the elementary level and the implications this has for performance in the language-learning classroom.  I will cover how this meshes with current pedagogical and feminist theory.****Michael Berg has been in Japan for 9 years and has experienced teaching learners at all levels. He currently teaches at Kitakyushu University, Shimonoseki City University, and Kyushu Sangyo University.****The meeting will be held at our regular venue, Wel Tobata, starting at 6:30 pm in room 82. Admission free for JALT members, 1,000 yen for nonmembers.****
:::Assessment for Learning: Dynamic Assessment|01/16/2015 09:52:26|/chapters/kq/schedule/2015/march/14|03/14/2015 - 18:30 to 20:00|||Joseph John Simpson|This presentation will examine the negative effects that standardized tests have on the learning process and present an alternative approach that is increasingly gaining in popularity in the field of language learning, dynamic assessment.****Joseph John Simpson works for the Fukuoka Prefectural Board of Education. He is a 5th-year JET Programme participant completing his  MA in Applied Linguistics with the University of Birmingham.****
:::Creative Variations for Textbook Conversations; Assessing Gains in Extensive Reading |01/06/2015 19:12:35|/chapters/kq/schedule/2015/february/14|02/14/2015 - 18:30 to 20:00|||Bill Pellowe, J. Lake|(1) Creative Variations for Textbook Conversations ****Bill Pellowe****Most English textbooks contain model dialogs and conversations for students to practice. In this workshop, the presenter will demonstrate a wide variety of techniques and approaches for using these textbook dialogs in the prelistening, listening, practice and postpractice stages. This aims to be a practical and useful workshop on adapting and extending these traditional activities.****(2) Assessing Gains in Extensive Reading ****J. Lake, Bill Pellowe****This presentation explains the benefits of developing autonomous readers through an extensive reading program, where students read many interesting books at an appropriate level of difficulty. Students and teachers made use of an extensive reading module for an open-source audience response system. Using this system provides autonomous active learning conditions in an extensive reading program as part of the reading curriculum. Additional empirical data will also be presented to show how extensive reading leads to gains in reading speed, reading motivation, and a positive reading identity.****Bill Pellowe works at Kinki University in Iizuka. He has presented on technology in education around Japan and internationally.****J. Lake is a lecturer at Fukuoka Jo Gakuin University. His research interests include language learning motivation, language assessment, extensive reading, and applied positive psychology.****
:::Gamification|01/06/2015 18:56:39|/chapters/kq/schedule/2015/january/10|01/10/2015 - 18:30 to 20:00|||Markus Yong|The presentation will describe what exactly a game is and why they are fun. In particular there will be a look at self determination theory and motivation. There will also be a discussion on game design and how this can be applied to any activity through the process of gamification. In the final part I will show how I applied gamification to a university level TEFL classroom and discuss my preliminary results.****Markus Yong has eight years experience as an EFL teacher and has a Masters degree in TESOL from the University of Technology, Sydney. he has taught classes at all levels from kindergarten to adult. He currently teaches at Kyushu Sangyou University, as well as Seiha, and runs his own Eikaiwa school. ****
:::Lightning Presentations Night|07/04/2014 18:34:37|/chapters/kq/schedule/2014/november/08|11/08/2014 - 18:30 to 20:00|2019||Various Speakers|Details will be announced closer to the presentation date.****
:::Making Money Online|07/04/2014 18:33:10|/chapters/kq/schedule/2014/october/11|10/11/2014 - 18:30 to 20:00|||Todd Beuckens|In this presentation, attendees will learn how to create digital products and online educational material for private and public use. The presenter will go over various types of tools and resources for teachers and show how to get started online, monetize products or services, and develop and online presence.****
:::What Can Younger Learners Teach Us?|07/04/2014 18:30:25|/chapters/kq/schedule/2014/september/13|09/13/2014 - 18:30 to 20:00|||Zack Robertson|This presentation will begin by exploring the differences in language learning/acquisition processes of children and adults through the examination of various physiological/neurological, psychological/cognitive, and sociolinguistic patterns that are emerging currently in the fields of SLA, psycholinguistics and sociolinguistics. The latter half will shift to identifying respective advantages children are thought to possess in the language learning process that may potentially benefit adults with language learning along with practical suggestions for incorporating these concepts into one’s teaching practice. Time will be allocated throughout the presentation for others to ask questions or add to the discussion.****
:::FAB 5 (International Conference)|07/04/2014 18:27:10|/chapters/kq/schedule/2014/july/19|07/19/2014 - 10:00 to 07/21/2014 - 17:00|||Robert S Murphy, Marc Helgesen, Tim Murphey, Curtis Kelly, Others|See website for details:****http://fab-efl.com/****
:::English Circles and the ELF Class|04/03/2014 10:30:34|/chapters/kq/schedule/2014/june/14|06/14/2014 - 18:30 to 20:00|||Michael Phillips|This presentation consists of three interrelated sessions. Initial discussion will centre on a deeper exploration of what is meant by the term English Circles, and will reveal the increasing importance of English as a lingua franca (ELF) interactions to the learner. The next will explore how globish, as an emerging language code, is helping to fill the communicative functionality gap between NNS interactions, and reveals the systematic trend towards greater clarity of expression. The third session will then allow participants to discuss the standard they teach, and also to explore specific in-class ELF-centric issues. ****
:::Creating Multimedia Content with Apple Technology|01/15/2014 23:09:45|/chapters/kq/schedule/2014/april/12|04/12/2014 - 18:30 to 20:00|2019||Steve Paton, Malcolm Swanson|These two presentations will demonstrate two very different ways technology can be integrated into language classrooms. Although very Apple-specific, the concepts demonstrated can be applied to almost any platform.****“Keynote in the Classroom”****Steve Paton****Using presentation software, like Keynote, in your lessons can help to make them more engaging and interesting for your students, and more fun, productive, and efficient for you. This presentation will cover the basics of Keynote; getting started with templates, simple builds and animations using text and images, cool transitions, and a few very special effects that you just can’t get from chalk on a blackboard!****“Creating Content with iBooks Author”****Malcolm Swanson****iBooks Author is an application for creating learning content for delivery on iOS devices. Like all Apple software, it is easy to use, addictive, and capable of doing amazing things once users master the basics. The software's basic workflow will be shown, followed by a demonstration of some of the more advanced features, and how it can be used by students to create their own content.****
:::Task-Supported Language Teaching: Factors for communication and grammar use|01/15/2014 23:08:02|/chapters/kq/schedule/2014/march/08|03/08/2014 - 18:30 to 20:00|||Colin Thompson|This presentation looks at different ways tasks can be used in classrooms to improve L2 speaking in terms of fluency, accuracy and complexity. The talk first discusses what fluency, accuracy and complexity are, how they can be measured, and issues relating to them as aspects of L2 speech proficiency. Different methodologies for using oral tasks are then examined by comparing task-based language teaching with task-supported language teaching. Finally, examples are provided to show how narrative tasks can be designed and sequenced to elicit learners’ use of grammatical structures involving relative clauses.****
:::Principles of vocabulary acquisition: How well do textbooks do?|01/10/2014 12:27:57|/chapters/kq/schedule/2014/may/24|05/24/2014 - 18:30 to 20:00|||Rob Waring|This presentation will first review some of the underlying principles of foreign language vocabulary acquisition. It will then look at how well course books and other ELT materials cover the most important vocabulary and whether they adhere to these underlying principles. Participants are asked to bring any current EFL text they are using to show others and review in light of the above principles.****
:::So you want to publish an EFL textbook? Four points of view to consider when writing a proposal|01/10/2014 11:37:51|/chapters/kq/schedule/2014/february/08|02/08/2014 - 18:30 to 20:00|||Todd Jay Leonard|This presentation will outline the current publishing market in Japan for EFL/ESL textbooks by reviewing the various points of views of the publishing industry.  The presenter, Todd Jay Leonard, has published extensively within the ESL/EFL market in Japan and will offer helpful advice to  budding authors who wish to pursue projects geared to Japan's domestic market.****
:::Connecting Neuroscience and ELT: What we learned in 2013|01/10/2014 11:33:35|/chapters/kq/schedule/2014/january/11|01/11/2014 - 18:30 to 20:00|||Robert S Murphy|Practical and theoretical! Robert will discuss content from the best presentations at the Mind, Brain, and Education conference in Quito, and the ICCNS conference in Boston. He will also present the 42 Maxims from the neuroELT lab in their newest form. Finally, in a workshop format, participants will be working in groups to design practical ideas for their own classroom contexts. Be prepared to take home a notebook full of new ideas!****The meeting will be in room 83, Wel-Tobata****
:::Lightning Presentations Night|10/10/2013 08:41:51|/chapters/kq/schedule/2013/november/09|11/09/2013 - 18:30 to 20:00|2019||Linda Joyce, Jason McDonald, Robert Murphy, Michael Phillips, Dave Pite |Kitakyushu JALT will be hosting our third Lightning Presentations night involving a variety of presentations to do with classroom learning and teaching. There will be 5 presenters who will each take turns presenting their chosen topic using only 20 slides for 20 seconds each. This creative event promises to be a rewarding experience for all involved where people can have fun sharing ideas and thoughts about their classroom experiences and research.****Presentations by:********Michael Phillips - English Circles****Dave Pite - Teaching students writing to help them pass writing examinations****Jason McDonald - Using Short Story Podcasts in Class****Linda Joyce - Remembering students' names****Robert Murphy - Making tests enjoyable! Seriously********
:::Practical neuroELT for kids and adults|09/05/2013 08:26:47|/chapters/kq/schedule/2013/october/12|10/12/2013 - 18:30 to 20:00|||Robert S. Murphy, Ai Murphy|A practical, theoretical, and fun presentation! What does neuroscience have to offer to EFL teachers? Find out fascinating new developments in neuroscience that have been translated into practical classroom pedagogy. The presentation will be broken into three parts: (a) discussion of the newest neuroELT findings from our neuroELT lab at the University of Kitakyushu; (b) hands on demonstration of highly effective neuroELT activities for child and adult classrooms; and (c) time for creating your own action plan.****This meeting will be held at the Kitakyushu Shoko Boeki Kaikan, room number 603. See here for a map http://www.syoukou-boueki.jp/1-2-shozai.html. It is a 10 minute walk from JR Kokura Station. Or, take the monorail to Tanga Station (the second stop from JR Kokura) and you'll find it right in front of the station. There's no free parking, but you can find coin parking in the area. ****
:::Self-regulation in Foreign Language Learning: Shared Perspectives|07/29/2013 13:27:53|/chapters/kq/schedule/2013/december/07|12/07/2013 - 10:00 to 12/08/2013 - 15:00|2019||Garold Murray, Yoshiyuki Nakata, others|Self-regulation in learning refers to the cognitive and behavioral processes learners apply when engaging with learning tasks or activities. These choices and actions ultimately determine the success of learning attempts and serve to sustain learner motivation in the classroom and beyond.****Key strategic skills involved in self-regulated learning (whether they relate to goal setting, planning, monitoring, or reflection) are also recognized as crucial aspects of the learning process in literature on learner autonomy and sociocultural conceptions of learning, which have been much more prominent in the field of foreign language learning. Given the many crossovers between these schools of thought, the time seems right for researchers and practitioners from varied traditions to come together and discuss findings and ideas.****This symposium aims to bring together researchers and classroom practitioners to share their research and practical experiences related to self-regulated learning (SRL) and learner autonomy. It is hoped that through participation in this symposium attendees will be able to develop a better understanding of the theoretical and practical issues related to SRL, especially within the Asian context, and the intersections between SRL and learner autonomy research. In this spirit, we also envisage the symposium leading to avenues for future collaboration and research.****Keynote speakers are Dr Garold Murray (Okayama University), and Dr Yoshiyuki Nakata (Hyogo University of Teacher Education). See the symposium website for their abstracts. Details of other speakers and schedule will be available on the symposium website closer to the event.****The symposium will be taking place at Shimonoseki City University, Shimonoseki, Yamaguchi prefecture.****
:::Doing data analysis: Some tools and techniques|05/13/2013 11:14:41|/chapters/kq/schedule/2013/september/14|09/14/2013 - 18:30 to 20:00|||Paul Collett, Trevor Holster|Session 1:****Introduction to the R statistical package****Paul Collett****In this workshop, we will introduce the R statistical package, which is a free software environment for statistical computing and graphics (http://www.r-project.org). It is a powerful, popular alternative to such commercial statistical packages as SPSS, with a large user base and extensive documentation and support.****After outlining the basis of obtaining and installing the package we will demonstrate some applications using real data sets to show how it can be used for different types of data analysis, such as generating basic descriptive statistics, correlations, scale validation, and multivariate analysis like cluster analysis, principal components analysis or factor analysis.****We will finish up with a brief look at some of the substantive issues and critiques related to quantitative statistical analysis.****Biodata: The presenter teaches and is involved in ongoing research at Shimonoseki City University.****Session 2:****Objective measurement: An introduction to Rasch analysis****Trevor Holster****Fukuoka Women's University****Although raw percentage scores are commonly used for classroom assessment, research instruments and standardized tests require more sophisticated analysis. Georg Rasch developed a model of objective measurement based on the simple conceptual insight that responses to test questions follow probabilistic patterns rather than machine-like deterministic patterns of success and failure. Higher ability persons have a higher expectation of success on tasks, but the assumption of Rasch models is that sometimes low ability persons succeed and high ability persons fail. Linacre extended Rasch's original model to allow analysis of other facets of performance, such as rater severity in judged performance tests, and this is now one of the most widely used techniques in analyzing language performance tests. This presentation will briefly review Rasch's simple concept of specific objectivity and then demonstrate Rasch analysis using data from a multiple-choice vocabulary test and from judged ratings of classroom presentations. Audience members who wish to try the analysis themselves will be provided with the datasets and the free student versions of the Ministeps and Minifacs software packages (for Microsoft Windows operating systems only).****Biodata: Trevor Holster has a Master’s degree in TESOL, specializing in curriculum design and materials writing. His research interests include the integration of classroom assessment with instruction, performance based testing, peer-assessment, and placement testing. He is the Membership Chair of the JALT Testing and Evaluation SIG.****
:::Language Codes: Helping teachers decode the L in JALT|04/08/2013 14:02:10|/chapters/kq/schedule/2013/june/08|06/08/2013 - 18:30 to 20:00|||Michael Phillips|This presentation will be divided into three short interrelated sociolinguistic workshops consisting of presenter directed and participant centred mini-sessions. The initial discussion point will centre on a definition and understanding of what language codes both embody and represent, and also what it actually means to know a language. The next stage will explore the related concepts of personal idiolects and the expression of language identity, and examine how such elements can either consciously or unconsciously affect theoretical understandings and influence teaching practices [such as in the case of markedness]. The third session will lead into a final open forum opportunity by exploring more specific in-class diglossic issues, and challenge participant notions of correctness, acceptability, and accommodation. For each of these sessions, participants will be asked to work collaboratively to both consider and explore the related issues (in small groups), and to also present a summarised version of their groups' collaboration to the forum. ****Michael Phillips graduated with an honours degree in environmental sciences. He came to Japan as part of the JET Programme in July 2001, and has since taught at kindergarten, primary, junior-high, high-school, junior college, community centres, eikaiwa, and business schools. He holds both a Graduate Certificate (TSL) and a Masters of Education (TESOL), and is currently the treasurer of JALT Kitakyushu, and also works as a lecturer at Ritsumeikan APU in Beppu City, Oita.****
:::Online Reading and Vocabulary Environments – present and future|12/19/2012 09:23:49|/chapters/kq/schedule/2013/may/11|05/11/2013 - 18:30 to 20:00|||Rob Waring|The presentation starts by reviewing some of the better currently available online learning and vocabulary environments leading to a set of principles that good online learning environments should adhere to. There will be some suggestions made for how these environments might best be developed for the suture needs of L2 learners.****Rob Waring is an acknowledged expert in Extensive Reading and second language vocabulary acquisition. He has presented and published widely on these topics. He is Associate Professor at Notre Dame Seishin University in Okayama, Japan. Professor Waring is an Executive Board member of the Extensive Reading Foundation.****
:::Testing Interactional Speaking - A workshop|12/19/2012 09:20:54|/chapters/kq/schedule/2013/april/13|04/13/2013 - 18:30 to 20:00|||Alun Roger|First, I shall summarise the theory and administration behind a group “small-talk” type test that targets an often under-represented facet of speaking assessments – interactional language. Participants will then view video samples of the test to A) experience the test, B) experience being a rater and C) discuss their own internal constructs of the speaking skill and how they may differ from others. This discussion will be critical in allowing participants to debate the characteristics of interactional language so that they may better adapt the test to their educational contexts.****Alun Roger has taught English in Japan for 9 years with 6.5 of those years at universities. His research interests include speaking skills, TEVAL and Rasch measurement.  Alun is currently involved in a project to validate an English-Japanese vocabulary size test.****
:::Between a rock and a hard place: What are our students doing on Facebook and YouTube?|12/19/2012 09:14:01|/chapters/kq/schedule/2013/march/09|03/09/2013 - 18:30 to 20:00|||Neil Millington|The expansion of the Internet and the availability of communication technologies have led to a rapid increase in the number of social media users. Social networking sites (SNSs) have now consolidated themselves as powerful platforms that have changed the way communication takes place. Simultaneously, content sharing sites (CSSs) have changed the way people share and exchange user generated content. This presentation will report on the autonomous use of social media in English by Japanese university students. The presentation will outline six themes relating to social media use by Japanese university students after which the presenter will be encouraging a discussion on the use of social media in the language learning classroom.****Neil Millington is a lecturer in the Faculty of Global Communication at the University of Nagasaki. He has been living and teaching in Japan for nine years and his research interests include language learning motivation and intercultural contact. He is currently studying for a PhD at Lancaster University in the UK. ****
:::Love That Dog: Making a Difference with Multimedia|12/16/2012 18:41:31|/chapters/kq/schedule/2013/february/09|02/09/2013 - 18:30 to 20:00|||Linda K. Kadota|Inspired by Sharon Creech's Love That Dog, this presentation introduces ways to utilize multimedia in classroom activities to add color and fun to reading lessons. Multimedia elements (text, sound, video, animation, and graphics) are combined in ways that hold students’ attention by stimulating multiple senses simultaneously. They are powerful tools to help students build analytical reading and writing skills, as well as confidence in their own abilities. Multimedia can make a difference when teaching poetry.****Linda K. Kadota works at Matsuyama Shinonome College, and is from the US. Born in Utah, she grew up in Oregon, Idaho, and California. She has moved 29 times in her life, and has now lived in Matsuyama longer than anywhere else. She has been teaching in Japan for nearly 30 years. ****The meeting will be held in room 121 at Wel-Tobata, see the location page for access details.****
:::TOEIC vocabulary teaching: applying CLIL|12/16/2012 18:30:44|/chapters/kq/schedule/2013/january/12|01/12/2013 - 18:30 to 20:00|||Takashi Uemura|Content and language integrated learning (CLIL) is a pedagogic approach to develop L2 learners’ communicative competence by focusing on both teaching subject and language. However, there has been little research on implementing CLIL in TOEIC courses, as TOEIC mainly tests learners’ business English proficiency. First, the presenter will explore theoretical framework of CLIL and its effectiveness in TOEIC vocabulary teaching. Then, he will demonstrate a TOEIC vocabulary seminar applying CLIL. The teacher plays a role as both language teacher and content teacher by making the most of his former experiences.****Takashi Uemura is an MA student in TEFL/TESL at the University of Birmingham. He taught English conversation and English proficiency test preparatory courses at one of the major Eikaiwa schools in Japan for 6 years. Before teaching, he worked as an auditor at an international audit firm and also in finance and banking field for approximately 10 years.****The meeting will be held in room 82 at Wel-Tobata, see the location page for access details.****
:::FAB3: First Annual Brain Days|03/16/2012 12:09:51|/chapters/kq/schedule/2012/july/14|07/14/2012 - 00:00 to 07/16/2012 - 00:00|||Curtis Kelly, Marc Helgesen, Tim Murphey, and Robert S. Murphy, Others|Neuroscience has much to offer the field of ELT, and FAB3 is on the forefront of this exciting new wave. We are witnessing the emergence of an exciting new field called Mind, Brain, and ELT.****What can Neuroscience teach EFL teachers? This question is explored annually at FAB events in different cities across Japan. There will be four featured speaker sessions this year, along with vetted presentations, Pecha Kuchas, and Poster Sessions. Content will link neuroscientific research with theory and practical pedagogy for the teaching of EFL at the international level. Exciting times are upon us. We hope you will join us on this new voyage. ****This event will be taking place at The University of Kitakyushu. See the attached PDF for the full three-day schedule, or the FAB3 website for more details: http://fab-efl.com/index.html****
:::Issues relating to independently run English language schools|01/13/2012 12:32:34|/chapters/kq/schedule/2012/june/09|06/09/2012 - 18:30 to 20:00|||Gareth Steele, Mike Mackay, Mark Gibson|This presentation will deal with the establishment and management of independent language schools. Topics that will be dealt with include: 1. The process of establishing a school, renting of new premises, purchasing of teaching equipment, financing and brand development; 2. Sales and marketing, different methods of student recruitment, web pages, flyers and advertisements; 3. Development of school brand and teaching methods; 4. Employment of secretarial and teaching staff; 5. School expansion and related issues; 6. General problems.****Gareth Steele, Mike Mackay and Mark Gibson are long term residents of the Kitakyushu area. They have been running their own independent language schools within the Kitakyushu area for the last 5 to 8 years.****
:::Helping our students become multicompetent academic writers|01/13/2012 12:26:22|/chapters/kq/schedule/2012/october/06|10/06/2012 - 18:30 to 20:00|||Carol Rinnert|This presentation examines the development of English and Japanese academic writing ability among Japanese EFL writers. The presenter will share results of a long-term, multi-stage research project involving participants at various levels of language and writing proficiency, ranging from high school to post-graduate writers in L1 and L2, most recently adding L3 (Chinese, French or Spanish). Pedagogical implications will be drawn regarding ways to help students become better academic writers across languages.****Carol Rinnert is a Professor in the Faculty of International Studies, Hiroshima City University.****Note this meeting will be held at Wel Tobata Wel Tobata is located next to JR Tobata station, see the access map (in Japanese) for details.****
:::Lightning Presentation Night|12/12/2011 10:54:49|/chapters/kq/schedule/2012/november/10|11/10/2012 - 18:30 to 20:00|2019||Various|Kitakyushu JALT will be hosting our second night of short fast-paced presentations covering a variety of topics to do with classroom learning and teaching. There will be 7 presenters who will each take turns presenting their chosen topic using only 20 slides for 20 seconds per slide. This creative event promises to be a rewarding experience for all involved where people can have fun sharing ideas and thoughts about their classroom experiences and research. ****The following topics will be presented:********The ups and downs of student presentations.****Introducing Autonomous learning in a Self-Access Learning Centre.****The strategic role of L1 in L2 learning environments.****Teaching pronunciation.****Punctuation and reading comprehension.****Brain Food: The Good, the Bad, and the Ugly!****Neurons and Good Teaching! New findings.********Note that we will be meeting at Wel Tobata, Room 121. Wel Tobata is located next to JR Tobata station, see the access map (in Japanese) for details. Starting at 6:30 pm sharp!****
:::Connectivism: A learning theory for the digital age. Fad or Future?|12/12/2011 10:49:49|/chapters/kq/schedule/2012/september/08|09/08/2012 - 18:30 to 20:00|||Michael Phillips |In the digital age, rapid developments in information and communication technologies are having a dramatic impact on the way that information is processed, how knowledge is produced, and how learning occurs. Given the current overflow of available information, Siemens (2005) proposes a alternative theory of learning, one separate from the limitations of behaviorism, cognitivism, and constructivism. He regards this concept as one driven by the understanding that decisions are based on rapidly changing knowledge foundations. ****This presentation will begin with a theoretical review of connectivist learning theory. In doing so, it will explore some of many questions still being debated, such as:********In the digital age, what is meant by 'learning' and 'knowledge'? ****Do existing learning theories still meet the needs of today’s learners? ****Do they also anticipate the ongoing lifelong needs of the learners of the future? ********Participants will be challenged to consider (in small discussion groups) some of these questions, and related issues in applying connectivist theory. An open forum opportunity will be given at the end of the meeting to allow teachers to discuss issues relevant to their current teaching situations.****Michael Phillips graduated with an honours degree in environmental sciences. He came to Japan as part of the JET Programme in July 2001, and has since taught at kindergarten, primary, junior-high, high-school, junior college, community centres, eikaiwa, and business schools. He holds a Graduate Certificate (TSL) and a Masters of Education (TESOL).****** Please note that this event will be held at Wel-Tobata, not our usual venue. You can find an access map to the venue at http://www.wel-tobata.jp/map/index.html (Japanese) or http://goo.gl/maps/nqudj (Google Maps).****
:::Task complexity and second language development: tools to promote speaking|12/04/2011 18:17:06|/chapters/kq/schedule/2012/may/12|05/12/2012 - 18:30 to 20:00|||Colin Thompson|This presentation discusses the role of task complexity for developing L2 speaking skills in terms of fluency, accuracy and complexity. The presenter will begin by reviewing the theoretical background of task-based learning, its advantages and disadvantages before focusing on the role of task complexity, and how tasks can be designed and sequenced to promote learners’ L2 speech, referencing Robinson’s (2003) Cognition Hypothesis as a framework. The talk is supported with quantitative and qualitative data which investigates the impact of task complexity for developing Japanese learners’ L2 speaking skills at the University level.****Colin Thompson is a PhD student at the University of Central Lancashire, UK. I’ve been teaching in Japan for five years and my research interests are task-based language learning and teaching.****
:::Equipping Teachers to Incorporate Drama|12/04/2011 18:09:51|/chapters/kq/schedule/2012/march/10|03/10/2012 - 18:30 to 20:00|||Covenant Players Drama Company|We will be presenting a Teacher Workshop, equipping teachers to utilize and incorporate drama in the classroom.  We base our workshop on our ELCP – English  Language Communication Program that we are using in schools for ESL students. ****ELCP is based on the concept that creative involvement circumvents inhibitions about speaking a foreign language and allows the free flow of previously studied vocabulary, grammatical structure and correct accent.  The greatest barrier to a student's progress in a second language is self-consciousness: inhibitions cause hesitation, shyness and learning blocks in using the language as a spoken communication.  A student may be very successful in the written portion of language study and yet be prevented from effective use of the language in listening and speaking because of those inhibitions.  Covenant Players' repertoire of plays and exercises are designed to involve the student, so that the use of the language is most important and the awareness of self is minimized.****It should be remembered that the ELCP is a resource for teachers of English, not a substitute for full-time English instruction.****
:::Task repetition and fluency development in the Japan classes: How much is enough?|11/29/2011 20:58:53|/chapters/kq/schedule/2012/april/14|04/14/2012 - 18:30 to 20:00|||Craig Lambert|The talk will discuss research on what fluency in speaking English is, how it can be developed, and how much time is required to develop it.  The talk will combine research results and examples.****Craig Lambert is Associate Professor in the department of English, Faculty of Foreign Studies at The University of Kitakuyshu. His courses are in teacher training and certification, and his research specialization is task-based L2 learning. He has published research on needs analysis, L2 performance, and motivation. He is currently researching effects of task repetition and referent similiarity on L2 performance and development. ****
:::Social Event|11/28/2011 14:24:11|/chapters/kq/schedule/2011/december/10|12/10/2011 - 19:30 to 21:30|||All welcome|While we are not having a regular meeting in December, we will be holding an end of year social event. Click here for full details.****
